Published Date,Project Type,Project Type Name,Budget Line,Budget Line Title,Funding Type,First Fiscal Year,Fiscal Year 1 Amount,Fiscal Year 2 Amount,Fiscal Year 3 Amount,Fiscal Year 4 Amount
20190425,WM,"WATER MAINS, SOURCES AND TREATMENT",WM 0011,THE CONSTRUCTION OF CROTON FILTRATION PLANT AND ANCILLARY WORK,E,2020,27315998,13900000,4000000,26386000
20190425,WM,"WATER MAINS, SOURCES AND TREATMENT",WM 0030,IMPROVEMENTS TO STRUCTURES INCL. EQUIP. ON WATER SHEDS OUTSIDE CITY.,E,2020,190743092,180429000,191651000,535859000
20190425,WM,"WATER MAINS, SOURCES AND TREATMENT",WM 0105,"WATER SUPPLY IMPROVEMENTS, CITYWIDE",E,2020,0,39942749,26003000,70980000
20190425,WP,WATER POLLUTION CONTROL,WP 0112,RECONSTRUCTION OF WATER POLLUTION CONTROL PROJECTS,C,2020,299622,0,0,0
20190425,WP,WATER POLLUTION CONTROL,WP 0112,RECONSTRUCTION OF WATER POLLUTION CONTROL PROJECTS,F,2020,6169606,0,0,0
20190425,WP,WATER POLLUTION CONTROL,WP 0112,RECONSTRUCTION OF WATER POLLUTION CONTROL PROJECTS,E,2020,390778686,735157000,484991000,555237000
20190425,WP,WATER POLLUTION CONTROL,WP 0169,"COMBINED SEWER OVERFLOW ABATEMENT FACILITIES, CITYWIDE",E,2020,299917081,436760000,420807000,315740000
20190425,WP,WATER POLLUTION CONTROL,WP 0206,TWENTY SIXTH WARD WATER POLLUTION CONTROL PROJECT,E,2020,4089111,4300000,4600000,2600000
20190425,WP,WATER POLLUTION CONTROL,WP 0249,UPGRADE TALLMANS ISLAND WATER POLLUTION CONTROL PROJECT,E,2020,0,154599,1500000,1000000
20190425,WP,WATER POLLUTION CONTROL,WP 0269,"CONSTRUCTION, RECONSTRUCTION OF PUMPING STATION/FORCE MAINS, CITYWIDE",F,2020,8338000,0,0,0
20190425,WP,WATER POLLUTION CONTROL,WP 0269,"CONSTRUCTION, RECONSTRUCTION OF PUMPING STATION/FORCE MAINS, CITYWIDE",E,2020,0,0,0,213432017
20190425,WP,WATER POLLUTION CONTROL,WP 0282,"ENG., ARCH., ADMIN. AND OTHER COSTS, DEPT. OF WATER RESOURCES",E,2020,0,16625799,89970000,37875000
20190425,WP,WATER POLLUTION CONTROL,WP 0285,"BIONUTRIENT REMOVAL FACILITIES, CITYWIDE",E,2020,0,0,0,7671143
20190709,AG,DEPARTMENT FOR THE AGING,AG 0001,"IMPROVEMENTS TO PROPERTY USED BY DEPARTMENT FOR THE AGING, CITYWIDE",C,2020,0,0,5647507,436000
20190709,AG,DEPARTMENT FOR THE AGING,AG D001,"IMPROVEMENTS TO PROPERTY, CITYWIDE",C,2020,300000,0,0,0
20190709,AG,DEPARTMENT FOR THE AGING,AG DN02E,ENCORE COMMUNITY SERVICES INC.,C,2020,100000,0,0,0
20190709,AG,DEPARTMENT FOR THE AGING,AG DN191,INSTITUTE FOR THE PUERTO RICAN/HISPANIC ELDERLY (IPR/HE),C,2020,165000,0,0,0
20190709,AG,DEPARTMENT FOR THE AGING,AG DN663,INDIA HOME INC.,C,2020,1023000,0,0,0
20190709,AG,DEPARTMENT FOR THE AGING,AG DN903,SERVICES & ADVOCACY FOR GAY LESBIAN BISEXUAL & TRANSGENDER ELDERS,C,2020,192000,0,0,0
20190709,AG,DEPARTMENT FOR THE AGING,AG DN950,"BAY RIDGE CENTER, INC.",C,2020,52000,0,0,0
20190709,AG,DEPARTMENT FOR THE AGING,AG KN410,SENIOR ACTION IN A GAY ENVIRONMENT (SAGE),C,2020,200000,0,0,0
20190709,AG,DEPARTMENT FOR THE AGING,AG QN663,INDIA HOME INC.,C,2020,1025000,0,0,0
20190709,AG,DEPARTMENT FOR THE AGING,AG XN184,HEBREW HOME FOR THE AGED,C,2020,400000,0,0,0
20190709,BR,WATERWAY BRIDGES,BR 0231,"QUEENSBORO BRIDGE, REHABILITATION",C,2020,1873077,51702000,0,0
20190709,BR,WATERWAY BRIDGES,BR 0253,RECONSTRUCTION OF WILLIAMSBURG BRIDGE,C,2020,0,0,14693406,257000000
20190709,BR,WATERWAY BRIDGES,BR 0270,REHABILITATION OF BROOKLYN BRIDGE,C,2020,0,0,0,3383844
20190709,BR,WATERWAY BRIDGES,BR 0270,REHABILITATION OF BROOKLYN BRIDGE,F,2020,125678888,0,0,0
20190709,BR,WATERWAY BRIDGES,BR 0270,REHABILITATION OF BROOKLYN BRIDGE,S,2020,25915584,0,0,0
20190709,BR,WATERWAY BRIDGES,BR 0287,RECONSTRUCTION: MACOMBS DAM BRIDGE OVER HARLEM RIVER,C,2020,2234044,0,0,0
20190709,C,CORRECTION,C 0075,"CORRECTION FACILITIES, CONSTRUCTION, RECONS & IMPROVEMENTS, CITYWIDE",C,2020,12236058,104593000,120005000,50639000
20190709,C,CORRECTION,C 0101,"SECURITY SYSTEMS, VARIOUS FACILITIES",C,2020,0,1799995,0,0
20190709,C,CORRECTION,C 0110,"COMMUNICATION SYSTEMS IMPROVEMENTS, ETC., CORRECTION FACILITIES",C,2020,0,1426625,0,0
20190709,C,CORRECTION,C 0112,PURCHASE OF EQUIPMENT FOR USE BY THE DEPT. OF CORRECTION,C,2020,2927750,3797000,3617000,4160000
20190709,C,CORRECTION,C 0114,"ACQUISITION, CONSTR., ETC. SUPPLEMENTARY HOUS. PROG. AND SUPPORT FACIL",C,2020,0,138373469,823263000,2226316000
20190709,C,CORRECTION,C 0138,RIKERS ISLAND INFRASTRUCTURE,C,2020,0,30423413,52000,0
20190709,CO,COURTS,CO 0264,"ACQUISITION, ADDS, CONSTRUCT, RECONSTRUCT, COURT FACILITIES, CITYWIDE",C,2020,240629498,220744000,183171000,115990000
20190709,CO,COURTS,CO 0272,45 MONROE PL. - BROOKLYN APPELLATE DIVISION COURTHOUSE- 2ND DEPT.,C,2020,370000,0,0,0
20190709,CO,COURTS,CO 0277,"25-10 COURT HOUSE SQ. - LONG ISLAND CITY COURTHOUSE, QUEENS",C,2020,0,0,1952667,0
20190709,CO,COURTS,CO 0278,360 ADAMS ST. - BROOKLYN  SUPREME COURT,C,2020,0,11489328,5118000,0
20190709,CO,COURTS,CO 0290,NEW BRONX CRIMINAL COURT - PHASE 1,C,2020,0,0,0,1141753
20190709,CO,COURTS,CO 0293,851 GRAND CONCOURSE - BRONX SUPREME COURT BUILDING,C,2020,6170311,38021000,2965000,2745000
20190709,CO,COURTS,CO 0296,125-01 QUEENS BLVD. - QUEENS CRIMINAL COURTS BUILDING,C,2020,0,3809569,1708000,0
20190709,CO,COURTS,CO 0299,89-17 SUTPHIN BLVD. - QUEENS COURT FACILITY,C,2020,0,0,0,7230778
20190709,CO,COURTS,CO 0301,130 STUYVESANT PL. - STATEN ISLAND JUDICIAL CENTER,C,2020,31980,3465000,5328000,0
20190709,CO,COURTS,CO 0302,18 RICHMOND TERR. - STATEN ISLAND COURT,C,2020,357426,0,0,0
20190709,CO,COURTS,CO 0304,60 CENTRE ST. - MANHATTAN SUPREME COURT BUILDING,C,2020,0,0,9590362,1900000
20190709,CS,ADMIN FOR CHILDREN'S SERVICES,CS 0002,"IMPROVEMENTS OF STRUCTURES FOR FACILITIES, ACS, CITYWIDE",C,2020,0,0,0,9737675
20190709,CS,ADMIN FOR CHILDREN'S SERVICES,CS 0003,"IMPROVEMENTS OF STRUCTURES FOR  ACS, CITYWIDE",C,2020,0,0,5113811,4267000
20190709,CS,ADMIN FOR CHILDREN'S SERVICES,CS 0003,"IMPROVEMENTS OF STRUCTURES FOR  ACS, CITYWIDE",F,2020,0,0,1350079,784000
20190709,CS,ADMIN FOR CHILDREN'S SERVICES,CS 0003,"IMPROVEMENTS OF STRUCTURES FOR  ACS, CITYWIDE",S,2020,0,0,3315057,1837000
20190709,CS,ADMIN FOR CHILDREN'S SERVICES,CS 0004,"EQUIPMENT FOR  ACS, CITYWIDE",F,2020,0,301049,0,730000
20190709,CS,ADMIN FOR CHILDREN'S SERVICES,CS 0004,"EQUIPMENT FOR  ACS, CITYWIDE",S,2020,0,878299,0,1801000
20190709,CS,ADMIN FOR CHILDREN'S SERVICES,CS 0005,"ACQUISITION AND CONSTRUCTION FOR YOUTH AND FAMILY JUSTICE, CITYWIDE",C,2020,0,0,8728745,0
20190709,CS,ADMIN FOR CHILDREN'S SERVICES,CS DN312,NORTHSIDE CENTER FOR CHILD DEVELOPMENT,C,2020,1610000,0,0,0
20190709,CS,ADMIN FOR CHILDREN'S SERVICES,CS MN312,NORTHSIDE CENTER FOR CHILD DEVELOPMENT,C,2020,180000,0,0,0
20190709,CS,ADMIN FOR CHILDREN'S SERVICES,CS XN972,THE CHILDREN'S VILLAGE,C,2020,50000,0,0,0
20190709,DP,DOITT DP EQUIPMENT,DP 0001,PURCHASE OF EDP EQUIPMENT FOR DoITT & DESIGN/INSTALL/IMPLEMENT CITYNET,C,2020,29896662,67188000,80071000,84115000
20190709,E,EDUCATION,E 2364,E-2364 SIXTH FIVE-YEAR EDUCATIONAL FACILITIES CAPITAL PLAN,C,2020,0,0,51022162,100000000
20190709,E,EDUCATION,E 2365,E-2365 SEVENTH FIVE-YEAR EDUCATIONAL FACILITIES CAPITAL PLAN,C,2020,3200720000,2552820000,3431320000,3414380000
20190709,E,EDUCATION,E 2365,E-2365 SEVENTH FIVE-YEAR EDUCATIONAL FACILITIES CAPITAL PLAN,S,2020,0,744080000,0,0
20190709,E,EDUCATION,E 2500,"SCHOOL FACILIITIES CAPITAL, HURRICANE SANDY & NOR'EASTER",C,2020,2904007,0,0,0
20190709,E,EDUCATION,E 2500,"SCHOOL FACILIITIES CAPITAL, HURRICANE SANDY & NOR'EASTER",F,2020,7282058,0,0,0
20190709,E,EDUCATION,E 4001,FIT,C,2020,204,0,0,0
20190709,E,EDUCATION,E 4005,E-4005 GREEN INFRASTRUCTURE,C,2020,3000000,0,0,0
20190709,E,EDUCATION,E D001,"CITY COUNCIL, SECTION 254 ADDITIONS",C,2020,168335000,0,0,0
20190709,ED,ECONOMIC DEVELOPMENT,ED 0075,"ACQUISITION, SITE DEVELOPMENT, CONSTRUCTION & RECONSTRUCTION, CITYWIDE",C,2020,2000000,0,257224286,204089000
20190709,ED,ECONOMIC DEVELOPMENT,ED 0075,"ACQUISITION, SITE DEVELOPMENT, CONSTRUCTION & RECONSTRUCTION, CITYWIDE",F,2020,0,12546740,2776000,31191000
20190709,ED,ECONOMIC DEVELOPMENT,ED 0319,BROOKLYN NAVY YARD,C,2020,1574623,26294000,38970000,19669000
20190709,ED,ECONOMIC DEVELOPMENT,ED 0319,BROOKLYN NAVY YARD,F,2020,44586296,104000,0,0
20190709,ED,ECONOMIC DEVELOPMENT,ED 0373,BROOKLYN ARMY TERMINAL,C,2020,0,0,26578242,47488000
20190709,ED,ECONOMIC DEVELOPMENT,ED 0380,"INDUSTRIAL AND COMMERCIAL DEVELOPMENT, ALL BOROUGHS",C,2020,0,0,1197000,1800000
20190709,ED,ECONOMIC DEVELOPMENT,ED 0384,"NEIGHBORHOOD REDEVELOPMENT, CITYWIDE",C,2020,0,86180071,279857000,210588000
20190709,ED,ECONOMIC DEVELOPMENT,ED 0404,"ECONOMIC DEVELOPMENT FOR INDUSTRIAL, WATERFRONT AND COMMERCIAL PURPOSE",C,2020,0,0,14919367,12047000
20190709,ED,ECONOMIC DEVELOPMENT,ED 0408,"MODERNIZATION, RECONSTRUCTION, MARKETS",F,2020,40843999,0,0,0
20190709,ED,ECONOMIC DEVELOPMENT,ED 0408,"MODERNIZATION, RECONSTRUCTION, MARKETS",S,2020,495000,0,0,0
20190709,ED,ECONOMIC DEVELOPMENT,ED 0409,"MODERNIZATION, RECONSTRUCTION, PIERS, CITYWIDE",C,2020,101513739,238135000,109240000,75713000
20190709,ED,ECONOMIC DEVELOPMENT,ED 0409,"MODERNIZATION, RECONSTRUCTION, PIERS, CITYWIDE",S,2020,0,0,16413,0
20190709,ED,ECONOMIC DEVELOPMENT,ED 0410,INTERNATIONAL BUSINESS DEVELOPMENT,C,2020,0,0,47353333,19000000
20190709,ED,ECONOMIC DEVELOPMENT,ED 0831,TRUST FOR GOVERNORS ISLAND,C,2020,10659632,19400000,24976000,8375000
20190709,E,EDUCATION,E D4001,FIT,C,2020,275000,0,0,0
20190709,ED,ECONOMIC DEVELOPMENT,ED D075,"ACQUISITION, SITE DEVELOPMENT, CONSTRUCTION AND RECONSTRUCTION",C,2020,2450000,0,0,0
20190709,ED,ECONOMIC DEVELOPMENT,ED D319,BROOKLYN NAVY YARD,C,2020,2000000,0,0,0
20190709,ED,ECONOMIC DEVELOPMENT,ED D384,"COMMERCIAL REVITALIZATION, CITYWIDE",C,2020,2000000,0,0,0
20190709,ED,ECONOMIC DEVELOPMENT,ED D408,"MODERNIZATION, RECONSTRUCTION, MARKETS",C,2020,2200000,0,0,0
20190709,ED,ECONOMIC DEVELOPMENT,ED D831,CITY COUNCIL FUNDING FOR THE TRUST FOR GOVERNORS ISLAND,C,2020,85000,0,0,0
20190709,ED,ECONOMIC DEVELOPMENT,ED DN378,SBH COMMUNITY SERVICE NETWORK (SEPHARDIC BIKUR HOLIM),C,2020,1473000,0,0,0
20190709,ED,ECONOMIC DEVELOPMENT,ED DN408,SUNY DOWNSTATE MEDICAL CENTER,C,2020,258000,0,0,0
20190709,ED,ECONOMIC DEVELOPMENT,ED DN628,GROWNYC / COUNCIL ON THE ENVIRONMENT INC.,C,2020,1450000,0,0,0
20190709,ED,ECONOMIC DEVELOPMENT,ED DN690,"CEC STUYVESANT COVE, INC.",C,2020,189000,0,0,0
20190709,ED,ECONOMIC DEVELOPMENT,ED DN776,PRATT INSTITUTE,C,2020,890000,0,0,0
20190709,ED,ECONOMIC DEVELOPMENT,ED DN973,GREATER JAMAICA DEVELOPMENT CORPORATION,C,2020,300000,0,0,0
20190709,ED,ECONOMIC DEVELOPMENT,ED K075,"ACQUISTION, SITE DEVELOPMENT, CONSTRUCTION AND RECONSTRUCTION",C,2020,500000,0,0,0
20190709,ED,ECONOMIC DEVELOPMENT,ED K319,BROOKLYN NAVY YARD INDUSTRIAL PARK,C,2020,2500000,0,0,0
20190709,ED,ECONOMIC DEVELOPMENT,ED KN408,SUNY DOWNSTATE MEDICAL CENTER,C,2020,289000,0,0,0
20190709,ED,ECONOMIC DEVELOPMENT,ED KN645,BROOKLYN YOUTH CHORUS,C,2020,1000000,0,0,0
20190709,ED,ECONOMIC DEVELOPMENT,ED MN077,BROTHERHOOD/ SISTER SOL,C,2020,100000,0,0,0
20190709,ED,ECONOMIC DEVELOPMENT,ED MN257,MANHATTAN YOUTH,C,2020,103000,0,0,0
20190709,ED,ECONOMIC DEVELOPMENT,ED XN628,GROWNYC / COUNCIL ON THE ENVIRONMENT INC.,C,2020,600000,0,0,0
20190709,E,EDUCATION,E K001,"BROOKLYN BOROUGH PRESIDENT, SECTION 211 & 249 ADDITIONS",C,2020,16247000,0,0,0
20190709,E,EDUCATION,E M001,"MANHATTAN BOROUGH PRESIDENT, SECTION 211 & 249 ADDITIONS",C,2020,14530000,0,0,0
20190709,E,EDUCATION,E M4001,FIT,C,2020,100000,0,0,0
20190709,EP,DEP EQUIPMENT,EP 0004,PURCHASE OF EQUIPMENT FOR USE BY THE DEPT. OF ENVIRONMENTAL PROTECTION,C,2020,12256678,3545000,4382000,5743000
20190709,EP,DEP EQUIPMENT,EP 0005,PURCHASE OF ELECTRONIC DATA PROCESSING EQUIP. FOR D.E.P.,C,2020,0,0,0,592296
20190709,EP,DEP EQUIPMENT,EP 0006,ACQUISITION/RECON/CON LEASED & OWNED FACILITIES BY DEP,C,2020,0,0,46673713,3900000
20190709,EP,DEP EQUIPMENT,EP 0006,ACQUISITION/RECON/CON LEASED & OWNED FACILITIES BY DEP,F,2020,568000,0,0,0
20190709,EP,DEP EQUIPMENT,EP 0007,"MANDATED PAYMENTS FOR PRIVATE GAS UTILITY RELOCATION, DEP, CITYWIDE",E,2020,0,8819575,15824000,43997000
20190709,EP,DEP EQUIPMENT,EP 0009,"IMPROVEMENTS FOR WATER CONSERVATION AND MEASUREMENT, CITYWIDE",E,2020,13958999,25287000,0,0
20190709,E,EDUCATION,E Q001,"QUEENS BOROUGH PRESIDENT, SECTION 211 & 249 ADDITIONS",C,2020,13136000,0,0,0
20190709,E,EDUCATION,E R001,"STATEN ISLAND BOROUGH PRESIDENT, SECTION 211 & 249 ADDITIONS",C,2020,18291000,0,0,0
20190709,E,EDUCATION,E X001,"BRONX BOROUGH PRESIDENT, SECTION 211 & 249 ADDITIONS",C,2020,7401000,0,0,0
20190709,F,FIRE,F 0001,"FIRE ALARM COMMUNICATION SYSTEM, CITYWIDE",C,2020,0,0,12092776,700000
20190709,F,FIRE,F 0109,"VEHICLE ACQUISITION, CITYWIDE",C,2020,46127982,49728000,52545000,107965000
20190709,F,FIRE,F 0175,"FACILITY IMPROVEMENTS, CITYWIDE",C,2020,3806072,50756000,99491000,25000000
20190709,F,FIRE,F 0175,"FACILITY IMPROVEMENTS, CITYWIDE",F,2020,447405,110000,0,0
20190709,F,FIRE,F 0204,NEW TRAINING CENTER FOR THE NEW YORK FIRE DEPARTMENT,C,2020,4349468,50374000,0,0
20190709,F,FIRE,F 0212,MANAGEMENT INFORMATION AND CONTROL SYSTEM (MICS),C,2020,3852794,11629000,25877000,10000000
20190709,FA,FERRIES & AVIATION,FA 0021,"FERRY BOATS, TERMINALS, FLOATING EQUIPMENT AND RELATED ITEMS",C,2020,21461486,40115000,57956000,51722000
20190709,FA,FERRIES & AVIATION,FA 0021,"FERRY BOATS, TERMINALS, FLOATING EQUIPMENT AND RELATED ITEMS",F,2020,17793392,12900000,0,11801000
20190709,FA,FERRIES & AVIATION,FA 0026,FERRY MAINTENANCE FACILITY,C,2020,0,374046,571000,0
20190709,FA,FERRIES & AVIATION,FA 0026,FERRY MAINTENANCE FACILITY,F,2020,0,2384000,1428000,0
20190709,FA,FERRIES & AVIATION,FA 0026,FERRY MAINTENANCE FACILITY,S,2020,0,366000,0,0
20190709,FA,FERRIES & AVIATION,FA 0313,"RECONSTRUCTION OF FERRY VESSELS, STATEN ISLAND TO MANHATTAN SERVICE",S,2020,3585933,0,3271000,0
20190709,F,FIRE,F D109,"CITY COUNCIL FUNDED VEHICLES AND EQUIPMENT, CITYWIDE",C,2020,355000,0,0,0
20190709,F,FIRE,F D175,"CITY COUNCIL FUNDED FACILITY IMPROVEMENTS, CITYWIDE",C,2020,425000,0,0,0
20190709,F,FIRE,F DN067,FDNY FOUNDATION,C,2020,353000,0,0,0
20190709,F,FIRE,F KN067,FDNY FOUNDATION,C,2020,200000,0,0,0
20190709,F,FIRE,F MN067,FDNY FOUNDATION,C,2020,200000,0,0,0
20190709,F,FIRE,F Q175,"FACILITY IMPROVEMENTS, QUEENS",C,2020,750000,0,0,0
20190709,F,FIRE,F QN067,FDNY FOUNDATION,C,2020,200000,0,0,0
20190709,F,FIRE,F X109,"VEHICLE ACQUISITION, THE BRONX",C,2020,186000,0,0,0
20190709,F,FIRE,F X175,"FACILITY IMPROVEMENTS, THE BRONX",C,2020,375000,0,0,0
20190709,F,FIRE,F XN067,FDNY FOUNDATION,C,2020,250000,0,0,0
20190709,HA,HOUSING AUTHORITY,HA 0001,HOUSING AUTHORITY CITY CAPITAL SUBSIDIES,C,2020,441942164,337500000,387500000,337500000
20190709,HA,HOUSING AUTHORITY,HA D001,HOUSING AUTHORITY CITY COUNCIL CAPITAL SUBSIDIES,C,2020,29035000,0,0,0
20190709,HA,HOUSING AUTHORITY,HA K001,"HOUSING AUTHORITY BOROUGH PRESIDENT CITY CAPITAL SUBSIDIES, BROOKLYN",C,2020,125000,0,0,0
20190709,HA,HOUSING AUTHORITY,HA M001,"HOUSING AUTHORITY BOROUGH PRESIDENT CAPITAL SUBSIDIES, MANHATTAN",C,2020,655000,0,0,0
20190709,HB,HIGHWAY BRIDGES,HB 0167,EAST 169TH STREET OVER METRO NORTH RAILROAD,C,2020,220029,0,0,0
20190709,HB,HIGHWAY BRIDGES,HB 0167,EAST 169TH STREET OVER METRO NORTH RAILROAD,P,2020,56000,0,0,0
20190709,HB,HIGHWAY BRIDGES,HB 0215,"IMPROVEMENTS TO HIGHWAY BRIDGES & STRUCTURES, CITYWIDE.",C,2020,97599536,101293000,231799000,488585000
20190709,HB,HIGHWAY BRIDGES,HB 0215,"IMPROVEMENTS TO HIGHWAY BRIDGES & STRUCTURES, CITYWIDE.",F,2020,16739456,1160000,12180000,0
20190709,HB,HIGHWAY BRIDGES,HB 0278,"BQE (278-I) FROM SANDS STREET TO ATLANTIC AVENUE, BROOKLYN",C,2020,6500000,26209000,537662000,504563000
20190709,HB,HIGHWAY BRIDGES,HB 0431,"REHABILITATION OF BRIDGE AT 49TH AVENUE, QUEENS",C,2020,0,95014999,0,0
20190709,HB,HIGHWAY BRIDGES,HB 0530,"RECONST & STRUCT REHAB R.R. BDGE PARKSIDE & OCEAN AVE, BROOKLYN",C,2020,473999,10259000,40328000,0
20190709,HB,HIGHWAY BRIDGES,HB 0548,"RECONST & STRUCT REHAB BDGE AT 21ST AVE, BROOKLYN",C,2020,0,6707000,0,6000000
20190709,HB,HIGHWAY BRIDGES,HB 0551,"RECONST & STRUCT REHAB OF PARK TUNNEL E.34TH TO E.39TH ST, MANHATTAN",C,2020,1328847,0,0,0
20190709,HB,HIGHWAY BRIDGES,HB 0643,"RECONSTRUCTION OF BRIDGE, GERRITSEN INLET-BSHP BKLYN",C,2020,1295744,3727000,0,0
20190709,HB,HIGHWAY BRIDGES,HB 0644,"RECONSTRUCTION OF BRIDGE, MADISON AVE. OVER HARLEM RIVER DRIVE",C,2020,6382117,0,0,0
20190709,HB,HIGHWAY BRIDGES,HB 0644,"RECONSTRUCTION OF BRIDGE, MADISON AVE. OVER HARLEM RIVER DRIVE",F,2020,40000,0,0,0
20190709,HB,HIGHWAY BRIDGES,HB 1010,"RECONSTRUCTION OF EAST 180TH STREET BRIDGE AT PARK AVENUE, THE BRONX",C,2020,29555958,0,0,0
20190709,HB,HIGHWAY BRIDGES,HB 1010,"RECONSTRUCTION OF EAST 180TH STREET BRIDGE AT PARK AVENUE, THE BRONX",P,2020,2527000,0,0,0
20190709,HB,HIGHWAY BRIDGES,HB 1012,"DESIGN COST FOR BRIDGE FACILITIES, CITYWIDE",C,2020,0,16123145,6781000,81049000
20190709,HB,HIGHWAY BRIDGES,HB 1012,"DESIGN COST FOR BRIDGE FACILITIES, CITYWIDE",F,2020,6507000,0,0,0
20190709,HB,HIGHWAY BRIDGES,HB 1013,"PURCHASE OF EQUIPMENT FOR BRIDGES, CITYWIDE",C,2020,3814433,1623000,1017000,1037000
20190709,HB,HIGHWAY BRIDGES,HB 1014,"BRIDGE FACILITY RECONSTRUCTION AND REHABILITATION, CITYWIDE",C,2020,0,0,4895391,414000
20190709,HB,HIGHWAY BRIDGES,HB 1014,"BRIDGE FACILITY RECONSTRUCTION AND REHABILITATION, CITYWIDE",F,2020,869000,0,0,0
20190709,HB,HIGHWAY BRIDGES,HB 1023,"BRIDGE REHABILITATION, MILL BASIN BRIDGE,ETC., BROOKLYN",C,2020,0,8521302,0,0
20190709,HB,HIGHWAY BRIDGES,HB 1027,"BRIDGE REHABILITATION, HARLEM RIVER DRIVE VIADUCT, ETC., MANHATTAN",P,2020,351,0,0,0
20190709,HB,HIGHWAY BRIDGES,HB 1070,"BRIDGE PAINTING, CITYWIDE",C,2020,24878819,64114000,37615000,81403000
20190709,HB,HIGHWAY BRIDGES,HB 1072,"RECONSTRUCTION BELT SHORE PARKWAY/FRESH CREEK BIN 2-23150-9, BROOKLYN",C,2020,199999,0,0,0
20190709,HB,HIGHWAY BRIDGES,HB 1078,"RECONSTRUCTION OF HARLEM RIVER DRIVE RAMP, BIN 2-26724-0, MANHATTAN",C,2020,0,0,0,37327546
20190709,HB,HIGHWAY BRIDGES,HB 1086,"WESTCHESTER AVE/HUTCHINSON RIVER PKWY BRIDGE, BIN 2-07583-7, THE BRONX",C,2020,9714024,2100000,0,0
20190709,HB,HIGHWAY BRIDGES,HB 1090,"RECON OF THE BELT/SHORE PARKWAY BRIDGE OVER NOSTRAND AVE, BROOKLYN",C,2020,0,0,0,1845000
20190709,HB,HIGHWAY BRIDGES,HB 1103,"RECON OF CONC. VILLAGE AVE BR OVER METRO-NORTH BR., THE BRONX",C,2020,0,0,0,2196395
20190709,HB,HIGHWAY BRIDGES,HB 1114,"RECON OF TWO HEMPSTEAD AVE BRIDGES OVER CROSS ISLAND PKWY, QUEENS",C,2020,0,0,0,6515000
20190709,HB,HIGHWAY BRIDGES,HB 1115,"RECON OF UNION TURNPIKE BRIDGE OVER CROSS ISLAND PKWY, QUEENS",C,2020,0,0,7018999,53990000
20190709,HB,HIGHWAY BRIDGES,HB 1120,"RECONSTRUCTION OF 11TH AVE VIADUCT OVER LIRR WEST SIDE YARD, MANHATTA",C,2020,0,48612513,0,0
20190709,HB,HIGHWAY BRIDGES,HB 1120,"RECONSTRUCTION OF 11TH AVE VIADUCT OVER LIRR WEST SIDE YARD, MANHATTA",F,2020,0,58413000,0,0
20190709,HB,HIGHWAY BRIDGES,HB 1120,"RECONSTRUCTION OF 11TH AVE VIADUCT OVER LIRR WEST SIDE YARD, MANHATTA",S,2020,0,6000000,0,0
20190709,HB,HIGHWAY BRIDGES,HB 1127,"RECON PELHAM PKWY BRIDGE OVER HUTCHINSON PKWY, THE BRONX",C,2020,0,339000,42806000,0
20190709,HB,HIGHWAY BRIDGES,HB 1139,"RECON EAST 183RD ST BR/METRO-NORTH RR, HAR, THE BRONX",C,2020,0,0,1945000,18839000
20190709,HB,HIGHWAY BRIDGES,HB 1141,"RECON METROPOLITAN AVE BRIDGE OVER CONRAIL, QUEENS",C,2020,850394,56463000,3274000,0
20190709,HB,HIGHWAY BRIDGES,HB 1141,"RECON METROPOLITAN AVE BRIDGE OVER CONRAIL, QUEENS",F,2020,25000000,0,0,0
20190709,HB,HIGHWAY BRIDGES,HB 1148,"RECON SHORE ROAD/HUTCHINSON RIVER PKWY, THE BRONX",C,2020,0,0,42314488,201731000
20190709,HB,HIGHWAY BRIDGES,HB 1148,"RECON SHORE ROAD/HUTCHINSON RIVER PKWY, THE BRONX",F,2020,0,0,0,55269000
20190709,HB,HIGHWAY BRIDGES,HB 1164,"RECON CITY ISLAND ROAD OVER EASTCHESTER BAY, THE BRONX",C,2020,6534206,0,0,0
20190709,HB,HIGHWAY BRIDGES,HB 1172,"RECON EAST 188TH ST BR OVER METRO NORTH RR, THE BRONX",C,2020,0,8668337,20000000,0
20190709,HB,HIGHWAY BRIDGES,HB 1173,"RECON BR OVER CROSS ISLAND PARKWAY AT 115TH AVENUE, QUEENS",C,2020,26171,23062000,0,0
20190709,HB,HIGHWAY BRIDGES,HB 1189,"RECONSTRUCT W 79TH ST/79TH ST BOAT BASIN 30TH ST BRANCH, MANHATTAN",C,2020,23089000,0,0,0
20190709,HB,HIGHWAY BRIDGES,HB 1190,"RECONSTRUCT GRAND CONCOURSE BRIDGE OVER METRO-NORTH RR HUD, THE BRONX",P,2020,1601000,0,0,0
20190709,HB,HIGHWAY BRIDGES,HB 1193,"RECONSTRUCT BELT PARKWAY/OCEAN PARKWAY BRIDGE, BROOKLYN",C,2020,38,0,0,0
20190709,HB,HIGHWAY BRIDGES,HB 1203,"RECONSTRUCT ROOSEVELT AVENUE BRIDGE OVER VAN WYCK EXPRESSWAY, QUEENS",C,2020,7666795,0,0,0
20190709,HB,HIGHWAY BRIDGES,HB 1205,"RECONSTRUCT 5TH AVENUE BRIDGE OVER LIRR AND SEA BEACH, BROOKLYN",C,2020,0,0,34475088,0
